Landsat Product Identifier L2,Landsat Product Identifier L1,Landsat Scene Identifier,Date Acquired,Collection Category,Collection Number,WRS Path,WRS Row,Target WRS Path,Target WRS Row,Nadir/Off Nadir,Roll Angle,Date Product Generated L2,Date Product Generated L1,Start Time,Stop Time,Station Identifier,Day/Night Indicator,Land Cloud Cover,Scene Cloud Cover L1,Ground Control Points Model,Ground Control Points Version,Geometric RMSE Model,Geometric RMSE Model X,Geometric RMSE Model Y,Processing Software Version,Sun Elevation L0RA,Sun Azimuth L0RA,TIRS SSM Model,Data Type L2,Sensor Identifier,Satellite,Product Map Projection L1,UTM Zone,Datum,Ellipsoid,Scene Center Lat DMS,Scene Center Long DMS,Corner Upper Left Lat DMS,Corner Upper Left Long DMS,Corner Upper Right Lat DMS,Corner Upper Right Long DMS,Corner Lower Left Lat DMS,Corner Lower Left Long DMS,Corner Lower Right Lat DMS,Corner Lower Right Long DMS,Scene Center Latitude,Scene Center Longitude,Corner Upper Left Latitude,Corner Upper Left Longitude,Corner Upper Right Latitude,Corner Upper Right Longitude,Corner Lower Left Latitude,Corner Lower Left Longitude,Corner Lower Right Latitude,Corner Lower Right Longitude,Display ID,Entity ID
LC08_L2SP_153039_20240105_20240112_02_T1,LC08_L1TP_153039_20240105_20240112_02_T1,LC81530392024005LGN00,2024/01/05,T1,2, 153, 039, 153, 039,NADIR,  -0.001,2024/01/12,2024/01/12,2024-01-05 06:01:31,2024-01-05 06:02:02,LGN,DAY,  56.86,  56.86,227,5,    7.919,    5.819,    5.370,LPGS_16.3.1,32.48345958,154.32406012,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,42,WGS84,WGS84,30°18'22.82"N,67°28'59.38"E,31°20'48.19"N,66°14'53.30"E,31°22'33.06"N,68°40'56.68"E,29°13'06.64"N,66°18'25.02"E,29°14'42.97"N,68°41'21.12"E, 30.30634,  67.48316, 31.34672,  66.24814, 31.37585,  68.68241, 29.21851,  66.30695, 29.24527,  68.68920,LC08_L2SP_153039_20240105_20240112_02_T1,LC81530392024005LGN00
LC08_L2SP_153040_20240105_20240113_02_T1,LC08_L1TP_153040_20240105_20240113_02_T1,LC81530402024005LGN00,2024/01/05,T1,2, 153, 040, 153, 040,NADIR,  -0.001,2024/01/13,2024/01/13,2024-01-05 06:01:54,2024-01-05 06:02:26,LGN,DAY,  46.44,  46.44,219,5,    8.717,    6.187,    6.141,LPGS_16.3.1,33.67060784,153.63926159,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,42,WGS84,WGS84,28°52'09.70"N,67°06'36.86"E,29°54'26.78"N,65°53'16.73"E,29°56'32.14"N,68°17'20.94"E,27°46'46.02"N,65°57'02.66"E,27°48'40.86"N,68°18'12.67"E, 28.86936,  67.11024, 29.90744,  65.88798, 29.94226,  68.28915, 27.77945,  65.95074, 27.81135,  68.30352,LC08_L2SP_153040_20240105_20240113_02_T1,LC81530402024005LGN00
LC08_L2SP_153041_20240105_20240113_02_T1,LC08_L1TP_153041_20240105_20240113_02_T1,LC81530412024005LGN00,2024/01/05,T1,2, 153, 041, 153, 041,NADIR,  -0.001,2024/01/13,2024/01/13,2024-01-05 06:02:18,2024-01-05 06:02:50,LGN,DAY,  53.34,  53.34,257,5,    7.040,    4.732,    5.213,LPGS_16.3.1,34.84959721,152.93069254,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,42,WGS84,WGS84,27°25'53.54"N,66°44'40.92"E,28°28'03.86"N,65°32'21.37"E,28°30'26.68"N,67°54'23.83"E,26°20'24.14"N,65°36'18.04"E,26°22'34.61"N,67°55'38.75"E, 27.43154,  66.74470, 28.46774,  65.53927, 28.50741,  67.90662, 26.34004,  65.60501, 26.37628,  67.92743,LC08_L2SP_153041_20240105_20240113_02_T1,LC81530412024005LGN00
LC08_L2SP_153042_20240105_20240113_02_T1,LC08_L1TP_153042_20240105_20240113_02_T1,LC81530422024005LGN00,2024/01/05,T1,2, 153, 042, 153, 042,NADIR,  -0.001,2024/01/13,2024/01/13,2024-01-05 06:02:42,2024-01-05 06:03:14,LGN,DAY,  66.69,  69.25,387,5,    7.561,    5.578,    5.104,LPGS_16.3.1,36.02006484,152.19599050,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,42,WGS84,WGS84,25°59'33.36"N,66°23'09.20"E,27°01'39.22"N,65°11'30.62"E,27°04'17.26"N,67°31'50.30"E,24°53'51.14"N,65°15'35.60"E,24°56'14.96"N,67°33'25.06"E, 25.99260,  66.38589, 27.02756,  65.19184, 27.07146,  67.53064, 24.89754,  65.25989, 24.93749,  67.55696,LC08_L2SP_153042_20240105_20240113_02_T1,LC81530422024005LGN00
LC08_L2SP_153043_20240105_20240112_02_T1,LC08_L1TP_153043_20240105_20240112_02_T1,LC81530432024005LGN00,2024/01/05,T1,2, 153, 043, 153, 043,NADIR,  -0.001,2024/01/12,2024/01/12,2024-01-05 06:03:06,2024-01-05 06:03:38,LGN,DAY,  52.61,  58.38,238,5,    7.736,    5.663,    5.271,LPGS_16.3.1,37.18106974,151.43300853,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,41,WGS84,WGS84,24°33'10.40"N,66°01'59.84"E,25°36'22.46"N,64°56'12.66"E,25°33'33.48"N,67°10'47.68"E,23°31'35.51"N,64°54'18.47"E,23°29'01.97"N,67°06'41.98"E, 24.55289,  66.03329, 25.60624,  64.93685, 25.55930,  67.17991, 23.52653,  64.90513, 23.48388,  67.11166,LC08_L2SP_153043_20240105_20240112_02_T1,LC81530432024005LGN00
LC09_L2SP_152034_20240106_20240107_02_T1,LC09_L1TP_152034_20240106_20240106_02_T1,LC91520342024006LGN00,2024/01/06,T1,2, 152, 034, 152, 034,NADIR,   0.000,2024/01/07,2024/01/06,2024-01-06 05:53:30,2024-01-06 05:54:01,LGN,DAY,   7.50,   7.50,723,5,    8.533,    5.897,    6.168,LPGS_16.3.1,26.52676913,157.34023805,N/A,OLI_TIRS_L2SP,OLI_TIRS,9,UTM,42,WGS84,WGS84,37°28'27.41"N,71°00'56.74"E,38°31'45.48"N,69°44'03.34"E,38°29'01.07"N,72°21'03.42"E,36°26'21.08"N,69°42'50.69"E,36°23'48.59"N,72°15'32.62"E, 37.47428,  71.01576, 38.52930,  69.73426, 38.48363,  72.35095, 36.43919,  69.71408, 36.39683,  72.25906,LC09_L2SP_152034_20240106_20240107_02_T1,LC91520342024006LGN00
LC09_L2SP_152035_20240106_20240107_02_T1,LC09_L1TP_152035_20240106_20240106_02_T1,LC91520352024006LGN00,2024/01/06,T1,2, 152, 035, 152, 035,NADIR,   0.000,2024/01/07,2024/01/06,2024-01-06 05:53:53,2024-01-06 05:54:25,LGN,DAY,   7.27,   7.27,762,5,    8.519,    5.810,    6.231,LPGS_16.3.1,27.74390098,156.74020383,N/A,OLI_TIRS_L2SP,OLI_TIRS,9,UTM,42,WGS84,WGS84,36°02'36.31"N,70°35'41.46"E,37°05'43.26"N,69°19'42.92"E,37°03'37.26"N,71°53'57.70"E,35°00'06.84"N,69°19'12"E,34°58'10.09"N,71°49'25.36"E, 36.04342,  70.59485, 37.09535,  69.32859, 37.06035,  71.89936, 35.00190,  69.32000, 34.96947,  71.82371,LC09_L2SP_152035_20240106_20240107_02_T1,LC91520352024006LGN00
LC09_L2SP_152036_20240106_20240107_02_T1,LC09_L1TP_152036_20240106_20240106_02_T1,LC91520362024006LGN00,2024/01/06,T1,2, 152, 036, 152, 036,NADIR,  -0.001,2024/01/07,2024/01/06,2024-01-06 05:54:17,2024-01-06 05:54:49,LGN,DAY,   3.48,   3.48,896,5,    7.559,    5.245,    5.444,LPGS_16.3.1,28.95597192,156.12630145,N/A,OLI_TIRS_L2SP,OLI_TIRS,9,UTM,42,WGS84,WGS84,34°36'38.45"N,70°11'05.71"E,35°39'44.42"N,68°56'05.32"E,35°38'13.81"N,71°27'46.04"E,33°33'46.62"N,68°56'11.15"E,33°32'22.78"N,71°24'05.87"E, 34.61068,  70.18492, 35.66234,  68.93481, 35.63717,  71.46279, 33.56295,  68.93643, 33.53966,  71.40163,LC09_L2SP_152036_20240106_20240107_02_T1,LC91520362024006LGN00
LC09_L2SP_152037_20240106_20240107_02_T1,LC09_L1TP_152037_20240106_20240106_02_T1,LC91520372024006LGN00,2024/01/06,T1,2, 152, 037, 152, 037,NADIR,   0.000,2024/01/07,2024/01/06,2024-01-06 05:54:41,2024-01-06 05:55:13,LGN,DAY,   3.85,   3.85,813,5,    5.707,    3.959,    4.110,LPGS_16.3.1,30.16181580,155.49744744,N/A,OLI_TIRS_L2SP,OLI_TIRS,9,UTM,42,WGS84,WGS84,33°10'37.88"N,69°47'09.24"E,34°13'30.18"N,68°33'05.72"E,34°12'32.04"N,71°02'22.38"E,32°07'21.07"N,68°33'43.85"E,32°06'27.40"N,70°59'29.22"E, 33.17719,  69.78590, 34.22505,  68.55159, 34.20890,  71.03955, 32.12252,  68.56218, 32.10761,  70.99145,LC09_L2SP_152037_20240106_20240107_02_T1,LC91520372024006LGN00
LC09_L2SP_152038_20240106_20240107_02_T1,LC09_L1TP_152038_20240106_20240106_02_T1,LC91520382024006LGN00,2024/01/06,T1,2, 152, 038, 152, 038,NADIR,   0.000,2024/01/07,2024/01/06,2024-01-06 05:55:05,2024-01-06 05:55:37,LGN,DAY,   5.91,   5.91,878,5,    5.605,    4.080,    3.843,LPGS_16.3.1,31.36152217,154.85073673,N/A,OLI_TIRS_L2SP,OLI_TIRS,9,UTM,42,WGS84,WGS84,31°44'31.78"N,69°23'46.36"E,32°47'20.47"N,68°10'28.16"E,32°46'52.32"N,70°37'30.65"E,30°41'00.46"N,68°11'34.62"E,30°40'34.50"N,70°35'19.82"E, 31.74216,  69.39621, 32.78902,  68.17449, 32.78120,  70.62518, 30.68346,  68.19295, 30.67625,  70.58884,LC09_L2SP_152038_20240106_20240107_02_T1,LC91520382024006LGN00
LC09_L2SP_152039_20240106_20240107_02_T1,LC09_L1TP_152039_20240106_20240106_02_T1,LC91520392024006LGN00,2024/01/06,T1,2, 152, 039, 152, 039,NADIR,  -0.001,2024/01/07,2024/01/06,2024-01-06 05:55:29,2024-01-06 05:56:01,LGN,DAY,   0.08,   0.08,1050,5,    6.714,    4.720,    4.775,LPGS_16.3.1,32.55416086,154.18427718,N/A,OLI_TIRS_L2SP,OLI_TIRS,9,UTM,42,WGS84,WGS84,30°18'22.03"N,69°00'54.68"E,31°21'06.23"N,67°48'20.45"E,31°21'05.33"N,70°13'17.94"E,29°14'35.63"N,67°49'51.49"E,29°14'34.76"N,70°11'44.81"E, 30.30612,  69.01519, 31.35173,  67.80568, 31.35148,  70.22165, 29.24323,  67.83097, 29.24299,  70.19578,LC09_L2SP_152039_20240106_20240107_02_T1,LC91520392024006LGN00
LC09_L2SP_152040_20240106_20240107_02_T1,LC09_L1TP_152040_20240106_20240106_02_T1,LC91520402024006LGN00,2024/01/06,T1,2, 152, 040, 152, 040,NADIR,   0.000,2024/01/07,2024/01/06,2024-01-06 05:55:53,2024-01-06 05:56:25,LGN,DAY,  46.59,  46.59,593,5,    6.267,    4.589,    4.268,LPGS_16.3.1,33.73905814,153.49636476,N/A,OLI_TIRS_L2SP,OLI_TIRS,9,UTM,42,WGS84,WGS84,28°52'09.84"N,68°38'32.89"E,29°54'38.41"N,67°26'50.17"E,29°55'01.96"N,69°49'39.83"E,27°48'07.27"N,67°28'41.88"E,27°48'28.87"N,69°48'40.25"E, 28.86940,  68.64247, 29.91067,  67.44727, 29.91721,  69.82773, 27.80202,  67.47830, 27.80802,  69.81118,LC09_L2SP_152040_20240106_20240107_02_T1,LC91520402024006LGN00
LC09_L2SP_152041_20240106_20240107_02_T1,LC09_L1TP_152041_20240106_20240106_02_T1,LC91520412024006LGN00,2024/01/06,T1,2, 152, 041, 152, 041,NADIR,   0.000,2024/01/07,2024/01/06,2024-01-06 05:56:17,2024-01-06 05:56:49,LGN,DAY,  52.18,  52.18,236,5,    7.155,    4.250,    5.757,LPGS_16.3.1,34.91593064,152.78427922,N/A,OLI_TIRS_L2SP,OLI_TIRS,9,UTM,42,WGS84,WGS84,27°25'53.51"N,68°16'36.98"E,28°28'16.97"N,67°05'42.07"E,28°29'02.40"N,69°26'43.58"E,26°21'35.89"N,67°07'51.31"E,26°22'17.40"N,69°26'13.34"E, 27.43153,  68.27694, 28.47138,  67.09502, 28.48400,  69.44544, 26.35997,  67.13092, 26.37150,  69.43704,LC09_L2SP_152041_20240106_20240107_02_T1,LC91520412024006LGN00
LC09_L2SP_152042_20240106_20240107_02_T1,LC09_L1TP_152042_20240106_20240106_02_T1,LC91520422024006LGN00,2024/01/06,T1,2, 152, 042, 152, 042,NADIR,  -0.001,2024/01/07,2024/01/06,2024-01-06 05:56:41,2024-01-06 05:57:13,LGN,DAY,   8.11,   8.11,881,5,    6.513,    4.682,    4.527,LPGS_16.3.1,36.08413947,152.04591545,N/A,OLI_TIRS_L2SP,OLI_TIRS,9,UTM,42,WGS84,WGS84,25°59'33.36"N,67°55'05.20"E,27°01'52.75"N,66°44'52.98"E,27°02'57.55"N,69°04'03.22"E,24°55'02.03"N,66°47'16.73"E,24°56'01.07"N,69°03'58.90"E, 25.99260,  67.91811, 27.03132,  66.74805, 27.04932,  69.06756, 24.91723,  66.78798, 24.93363,  69.06636,LC09_L2SP_152042_20240106_20240107_02_T1,LC91520422024006LGN00
LC09_L2SP_152043_20240106_20240107_02_T1,LC09_L1TP_152043_20240106_20240106_02_T1,LC91520432024006LGN00,2024/01/06,T1,2, 152, 043, 152, 043,NADIR,   0.000,2024/01/07,2024/01/06,2024-01-06 05:57:05,2024-01-06 05:57:36,LGN,DAY,   6.30,   5.59,607,5,    7.100,    5.047,    4.994,LPGS_16.3.1,37.24288582,151.27927192,N/A,OLI_TIRS_L2SP,OLI_TIRS,9,UTM,42,WGS84,WGS84,24°33'10.30"N,67°33'56.34"E,25°35'26.27"N,66°24'19.84"E,25°36'48.06"N,68°41'57.16"E,23°28'35.98"N,66°26'55.07"E,23°29'50.17"N,68°42'15.19"E, 24.55286,  67.56565, 25.59063,  66.40551, 25.61335,  68.69921, 23.47666,  66.44863, 23.49727,  68.70422,LC09_L2SP_152043_20240106_20240107_02_T1,LC91520432024006LGN00
LC08_L2SP_151035_20240107_20240122_02_T1,LC08_L1TP_151035_20240107_20240122_02_T1,LC81510352024007LGN00,2024/01/07,T1,2, 151, 035, 151, 035,NADIR,  -0.001,2024/01/22,2024/01/22,2024-01-07 05:47:35,2024-01-07 05:48:06,LGN,DAY,  40.31,  40.31,673,5,    8.239,    5.697,    5.951,LPGS_16.3.1,27.81248172,156.56009870,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,43,WGS84,WGS84,36°02'36.42"N,72°08'47.62"E,37°04'39.14"N,70°46'59.77"E,37°08'31.92"N,73°25'49.48"E,34°55'29.35"N,70°53'47.58"E,34°59'04.52"N,73°28'21.76"E, 36.04345,  72.14656, 37.07754,  70.78327, 37.14220,  73.43041, 34.92482,  70.89655, 34.98459,  73.47271,LC08_L2SP_151035_20240107_20240122_02_T1,LC81510352024007LGN00
LC08_L2SP_151036_20240107_20240122_02_T1,LC08_L1TP_151036_20240107_20240122_02_T1,LC81510362024007LGN00,2024/01/07,T1,2, 151, 036, 151, 036,NADIR,  -0.001,2024/01/22,2024/01/22,2024-01-07 05:47:59,2024-01-07 05:48:30,LGN,DAY,  36.26,  36.26,734,5,    7.452,    5.264,    5.274,LPGS_16.3.1,29.02203340,155.94294881,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,42,WGS84,WGS84,34°36'38.48"N,71°44'12.12"E,35°40'08.40"N,70°31'09.23"E,35°36'41.04"N,73°01'16.79"E,33°35'11.62"N,70°28'54.23"E,33°31'59.66"N,72°55'20.42"E, 34.61069,  71.73670, 35.66900,  70.51923, 35.61140,  73.02133, 33.58656,  70.48173, 33.53324,  72.92234,LC08_L2SP_151036_20240107_20240122_02_T1,LC81510362024007LGN00
LC08_L2SP_151037_20240107_20240122_02_T1,LC08_L1TP_151037_20240107_20240122_02_T1,LC81510372024007LGN00,2024/01/07,T1,2, 151, 037, 151, 037,NADIR,  -0.001,2024/01/22,2024/01/22,2024-01-07 05:48:22,2024-01-07 05:48:54,LGN,DAY,  44.21,  44.21,577,5,    7.567,    5.206,    5.491,LPGS_16.3.1,30.22536420,155.31035993,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,42,WGS84,WGS84,33°10'37.13"N,71°20'14.68"E,34°13'53.29"N,70°07'53"E,34°11'02.36"N,72°35'39.91"E,32°08'43.87"N,70°06'17.60"E,32°06'05.94"N,72°30'37.40"E, 33.17698,  71.33741, 34.23147,  70.13139, 34.18399,  72.59442, 32.14552,  70.10489, 32.10165,  72.51039,LC08_L2SP_151037_20240107_20240122_02_T1,LC81510372024007LGN00
LC08_L2SP_151038_20240107_20240122_02_T1,LC08_L1TP_151038_20240107_20240122_02_T1,LC81510382024007LGN00,2024/01/07,T1,2, 151, 038, 151, 038,NADIR,  -0.001,2024/01/22,2024/01/22,2024-01-07 05:48:46,2024-01-07 05:49:18,LGN,DAY,  80.88,  80.88,323,5,    6.490,    4.476,    4.700,LPGS_16.3.1,31.42209189,154.66006748,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,42,WGS84,WGS84,31°44'31.92"N,70°56'51.58"E,32°47'41.60"N,69°45'14.44"E,32°45'24.05"N,72°11'01.86"E,30°42'19.91"N,69°44'14.14"E,30°40'13.08"N,72°06'47.77"E, 31.74220,  70.94766, 32.79489,  69.75401, 32.75668,  72.18385, 30.70553,  69.73726, 30.67030,  72.11327,LC08_L2SP_151038_20240107_20240122_02_T1,LC81510382024007LGN00
LC08_L2SP_151039_20240107_20240122_02_T1,LC08_L1TP_151039_20240107_20240122_02_T1,LC81510392024007LGN00,2024/01/07,T1,2, 151, 039, 151, 039,NADIR,  -0.001,2024/01/22,2024/01/22,2024-01-07 05:49:10,2024-01-07 05:49:42,LGN,DAY,  59.70,  59.70,447,5,    6.414,    4.299,    4.759,LPGS_16.3.1,32.61171284,153.99008027,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,42,WGS84,WGS84,30°18'23.15"N,70°34'00.30"E,31°21'24.16"N,69°23'09.13"E,31°19'37.92"N,71°46'42.96"E,29°15'50.58"N,69°22'39.94"E,29°14'12.84"N,71°43'12.97"E, 30.30643,  70.56675, 31.35671,  69.38587, 31.32720,  71.77860, 29.26405,  69.37776, 29.23690,  71.72027,LC08_L2SP_151039_20240107_20240122_02_T1,LC81510392024007LGN00
LC08_L2SP_151040_20240107_20240122_02_T1,LC08_L1TP_151040_20240107_20240122_02_T1,LC81510402024007LGN00,2024/01/07,T1,2, 151, 040, 151, 040,NADIR,  -0.001,2024/01/22,2024/01/22,2024-01-07 05:49:34,2024-01-07 05:50:06,LGN,DAY,  80.77,  80.77,296,5,    5.688,    3.914,    4.128,LPGS_16.3.1,33.79401885,153.29791412,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,42,WGS84,WGS84,28°52'09.26"N,70°11'37.39"E,29°55'11.32"N,69°01'33.24"E,29°53'53.52"N,71°23'13.60"E,27°49'16.43"N,69°01'31.37"E,27°48'05.08"N,71°20'22.85"E, 28.86924,  70.19372, 29.91981,  69.02590, 29.89820,  71.38711, 27.82123,  69.02538, 27.80141,  71.33968,LC08_L2SP_151040_20240107_20240122_02_T1,LC81510402024007LGN00
LC08_L2SP_151041_20240107_20240122_02_T1,LC08_L1TP_151041_20240107_20240122_02_T1,LC81510412024007LGN00,2024/01/07,T1,2, 151, 041, 151, 041,NADIR,  -0.001,2024/01/22,2024/01/22,2024-01-07 05:49:58,2024-01-07 05:50:30,LGN,DAY,  64.98,  64.98,146,5,    8.043,    4.865,    6.405,LPGS_16.3.1,34.96792643,152.58187142,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,42,WGS84,WGS84,27°25'52.82"N,69°49'41.66"E,28°28'44.08"N,68°40'12.07"E,28°27'52.49"N,71°00'06.73"E,26°22'47.75"N,68°40'34.32"E,26°22'00.55"N,70°57'51.80"E, 27.43134,  69.82824, 28.47891,  68.67002, 28.46458,  71.00187, 26.37993,  68.67620, 26.36682,  70.96439,LC08_L2SP_151041_20240107_20240122_02_T1,LC81510412024007LGN00
LC08_L2SP_151042_20240107_20240122_02_T1,LC08_L1TP_151042_20240107_20240122_02_T1,LC81510422024007LGN00,2024/01/07,T1,2, 151, 042, 151, 042,NADIR,  -0.001,2024/01/22,2024/01/22,2024-01-07 05:50:22,2024-01-07 05:50:54,LGN,DAY,   2.38,   2.38,447,5,    7.183,    4.808,    5.337,LPGS_16.3.1,36.13302635,151.83940006,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,42,WGS84,WGS84,25°59'32.68"N,69°28'09.95"E,27°02'22.45"N,68°19'13.58"E,27°01'54.59"N,70°37'30.29"E,24°56'05.50"N,68°19'56.78"E,24°55'40.08"N,70°35'47.04"E, 25.99241,  69.46943, 27.03957,  68.32044, 27.03183,  70.62508, 24.93486,  68.33244, 24.92780,  70.59640,LC08_L2SP_151042_20240107_20240122_02_T1,LC81510422024007LGN00
LC08_L2SP_151043_20240107_20240122_02_T1,LC08_L1TP_151043_20240107_20240122_02_T1,LC81510432024007LGN00,2024/01/07,T1,2, 151, 043, 151, 043,NADIR,  -0.001,2024/01/22,2024/01/22,2024-01-07 05:50:46,2024-01-07 05:51:18,LGN,DAY,  39.06,  38.94,482,5,    7.246,    5.220,    5.025,LPGS_16.3.1,37.28824835,151.06849424,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,42,WGS84,WGS84,24°33'10.69"N,69°07'00.84"E,25°35'47.58"N,67°58'45.44"E,25°35'40.99"N,70°15'20.45"E,23°29'29.80"N,67°59'46.25"E,23°29'23.82"N,70°14'05.64"E, 24.55297,  69.11690, 25.59655,  67.97929, 25.59472,  70.25568, 23.49161,  67.99618, 23.48995,  70.23490,LC08_L2SP_151043_20240107_20240122_02_T1,LC81510432024007LGN00
LC09_L2SP_150035_20240108_20240113_02_T1,LC09_L1TP_150035_20240108_20240108_02_T1,LC91500352024008LGN00,2024/01/08,T1,2, 150, 035, 150, 035,NADIR,   0.001,2024/01/13,2024/01/08,2024-01-08 05:41:33,2024-01-08 05:42:05,LGN,DAY,  67.80,  67.80,354,5,    9.002,    6.417,    6.314,LPGS_16.3.1,27.90534214,156.43032684,N/A,OLI_TIRS_L2SP,OLI_TIRS,9,UTM,43,WGS84,WGS84,36°02'36.20"N,73°40'44.33"E,37°04'56.53"N,72°20'54.13"E,37°06'43.27"N,74°58'14.66"E,34°57'11.66"N,72°25'07.68"E,34°58'50.41"N,74°58'17.44"E, 36.04339,  73.67898, 37.08237,  72.34837, 37.11202,  74.97074, 34.95324,  72.41880, 34.98067,  74.97151,LC09_L2SP_150035_20240108_20240113_02_T1,LC91500352024008LGN00
LC09_L2SP_150036_20240108_20240113_02_T1,LC09_L1TP_150036_20240108_20240108_02_T1,LC91500362024008LGN00,2024/01/08,T1,2, 150, 036, 150, 036,NADIR,   0.000,2024/01/13,2024/01/08,2024-01-08 05:41:57,2024-01-08 05:42:29,LGN,DAY,  22.62,  22.62,645,5,    6.939,    4.742,    5.066,LPGS_16.3.1,29.11289631,155.81016092,N/A,OLI_TIRS_L2SP,OLI_TIRS,9,UTM,43,WGS84,WGS84,34°36'38.99"N,73°16'09.30"E,35°38'53.84"N,71°57'33.66"E,35°41'08.88"N,74°32'01.03"E,33°30'50.26"N,72°02'10.25"E,33°32'54.96"N,74°32'43.51"E, 34.61083,  73.26925, 35.64829,  71.95935, 35.68580,  74.53362, 33.51396,  72.03618, 33.54860,  74.54542,LC09_L2SP_150036_20240108_20240113_02_T1,LC91500362024008LGN00
LC09_L2SP_150037_20240108_20240113_02_T1,LC09_L1TP_150037_20240108_20240108_02_T1,LC91500372024008LGN00,2024/01/08,T1,2, 150, 037, 150, 037,NADIR,  -0.001,2024/01/13,2024/01/08,2024-01-08 05:42:21,2024-01-08 05:42:53,LGN,DAY,  45.74,  45.74,406,5,    7.720,    4.705,    6.120,LPGS_16.3.1,30.31444270,155.17404372,N/A,OLI_TIRS_L2SP,OLI_TIRS,9,UTM,43,WGS84,WGS84,33°10'36.84"N,72°52'11.21"E,34°12'47.52"N,71°34'32.66"E,34°15'28.04"N,74°06'29.81"E,32°04'35.22"N,71°39'28.26"E,32°07'03.29"N,74°07'46.96"E, 33.17690,  72.86978, 34.21320,  71.57574, 34.25779,  74.10828, 32.07645,  71.65785, 32.11758,  74.12971,LC09_L2SP_150037_20240108_20240113_02_T1,LC91500372024008LGN00
LC09_L2SP_150038_20240108_20240113_02_T1,LC09_L1TP_150038_20240108_20240108_02_T1,LC91500382024008LGN00,2024/01/08,T1,2, 150, 038, 150, 038,NADIR,   0.000,2024/01/13,2024/01/08,2024-01-08 05:42:45,2024-01-08 05:43:17,LGN,DAY,  96.75,  96.75,71,5,    7.491,    3.997,    6.335,LPGS_16.3.1,31.50929323,154.52056659,N/A,OLI_TIRS_L2SP,OLI_TIRS,9,UTM,43,WGS84,WGS84,31°44'31.52"N,72°28'49.12"E,32°46'29.03"N,71°12'11.09"E,32°49'31.98"N,73°41'47.83"E,30°38'18.13"N,71°17'21.34"E,30°41'06.50"N,73°43'34.61"E, 31.74209,  72.48031, 32.77473,  71.20308, 32.82555,  73.69662, 30.63837,  71.28926, 30.68514,  73.72628,LC09_L2SP_150038_20240108_20240113_02_T1,LC91500382024008LGN00
LC09_L2SP_150039_20240108_20240113_02_T2,LC09_L1GT_150039_20240108_20240108_02_T2,LC91500392024008LGN00,2024/01/08,T2,2, 150, 039, 150, 039,NADIR,   0.000,2024/01/13,2024/01/08,2024-01-08 05:43:09,2024-01-08 05:43:41,LGN,DAY, 100.00, 100.00,-1,5,    0.000,    0.000,    0.000,LPGS_16.3.1,32.69708909,153.84693596,N/A,OLI_TIRS_L2SP,OLI_TIRS,9,UTM,43,WGS84,WGS84,30°18'21.85"N,72°05'57.88"E,31°20'18.60"N,70°50'23.60"E,31°23'40.78"N,73°17'38.47"E,29°11'59.57"N,70°55'45.34"E,29°15'05.26"N,73°19'50.77"E, 30.30607,  72.09941, 31.33850,  70.83989, 31.39466,  73.29402, 29.19988,  70.92926, 29.25146,  73.33077,LC09_L2SP_150039_20240108_20240113_02_T2,LC91500392024008LGN00
LC09_L2SP_150040_20240108_20240113_02_T2,LC09_L1GT_150040_20240108_20240108_02_T2,LC91500402024008LGN00,2024/01/08,T2,2, 150, 040, 150, 040,NADIR,  -0.001,2024/01/13,2024/01/08,2024-01-08 05:43:33,2024-01-08 05:44:05,LGN,DAY, 100.00, 100.00,-1,5,    0.000,    0.000,    0.000,LPGS_16.3.1,33.87703612,153.15108279,N/A,OLI_TIRS_L2SP,OLI_TIRS,9,UTM,42,WGS84,WGS84,28°52'08.80"N,71°43'35.04"E,29°55'16.10"N,70°34'58.55"E,29°52'20.14"N,72°55'22.87"E,27°50'32.28"N,70°33'06.16"E,27°47'50.71"N,72°50'45.06"E, 28.86911,  71.72640, 29.92114,  70.58293, 29.87226,  72.92302, 27.84230,  70.55171, 27.79742,  72.84585,LC09_L2SP_150040_20240108_20240113_02_T2,LC91500402024008LGN00
